"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37029","TestCase 02 - создат дитайл","U005","Tue Jun 10 10:13:11 GMT 2025","failed","Tue Jun 10 10:13:48 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","62111","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 10:12:07 GMT 2025","passed","Tue Jun 10 10:13:09 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
