"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62875","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 09:00:42 GMT 2025","passed","Tue Jun 10 09:01:44 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","27024","TestCase 02 - создат дитайл","U005","Tue Jun 10 09:01:47 GMT 2025","failed","Tue Jun 10 09:02:14 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
