"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34278","TestCase 02 - создат дитайл","U005","Mon Jun 02 07:01:09 GMT 2025","failed","Mon Jun 02 07:01:43 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","3","TestCase 01 - создат дитайл - Проверка страница","U005","Mon Jun 02 07:01:09 GMT 2025","skipped","Mon Jun 02 07:01:09 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
