"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15244","TestCase 01 - создат дитайл - Проверка страница","U005","Mon Jul 14 03:05:05 GMT 2025","failed","Mon Jul 14 03:05:20 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","0","TestCase 02 - создат дитайл","U005","Mon Jul 14 03:05:22 GMT 2025","skipped","Mon Jul 14 03:05:22 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
