"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39100","TestCase 02 - создат дитайл","U005","Mon Jun 02 03:58:53 GMT 2025","failed","Mon Jun 02 03:59:33 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","3","TestCase 01 - создат дитайл - Проверка страница","U005","Mon Jun 02 03:58:53 GMT 2025","skipped","Mon Jun 02 03:58:53 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
