"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","61964","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 09:36:37 GMT 2025","passed","Tue Jun 10 09:37:39 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","36840","TestCase 02 - создат дитайл","U005","Tue Jun 10 09:37:41 GMT 2025","failed","Tue Jun 10 09:38:17 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
