"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62782","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 10:55:37 GMT 2025","passed","Tue Jun 10 10:56:40 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","39177","TestCase 02 - создат дитайл","U005","Tue Jun 10 10:56:40 GMT 2025","failed","Tue Jun 10 10:57:19 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
