"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40395","TestCase 02 - создат дитайл","U005","Mon Jun 30 12:01:11 GMT 2025","passed","Mon Jun 30 12:01:52 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","61332","TestCase 01 - создат дитайл - Проверка страница","U005","Mon Jun 30 12:00:07 GMT 2025","passed","Mon Jun 30 12:01:08 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
