"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35914","TestCase 02 - создат дитайл","U005","Tue Jun 10 09:24:50 GMT 2025","failed","Tue Jun 10 09:25:26 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","62273","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 09:23:45 GMT 2025","passed","Tue Jun 10 09:24:48 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
