"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60731","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 09:58:50 GMT 2025","passed","Tue Jun 10 09:59:51 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","36667","TestCase 02 - создат дитайл","U005","Tue Jun 10 09:59:54 GMT 2025","failed","Tue Jun 10 10:00:31 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
