"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TestCase 02 - создат дитайл","U005","Tue Jun 10 07:46:02 GMT 2025","skipped","Tue Jun 10 07:46:02 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","30480","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 07:45:29 GMT 2025","failed","Tue Jun 10 07:45:59 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
