"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7094","TestCase 02 - создат дитайл","U005","Tue Jun 10 07:52:37 GMT 2025","failed","Tue Jun 10 07:52:44 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","61737","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 07:51:32 GMT 2025","passed","Tue Jun 10 07:52:34 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
