"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","61450","TestCase 01 - создат дитайл - Проверка страница","U005","Tue Jun 10 09:14:25 GMT 2025","passed","Tue Jun 10 09:15:26 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","35113","TestCase 02 - создат дитайл","U005","Tue Jun 10 09:15:28 GMT 2025","failed","Tue Jun 10 09:16:03 GMT 2025","Test Suite: U005 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
